ipvId;ado;longName;Precio_AC;PRUVAL_MID_PRICE;N_CONTRIB_MID;MPU_FVA;N_CONTRIB_SPREAD;COC_FVA_P50;COC_FVA_MEAN
C0.GBMRISK.1000000730016_ON_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_ON_ATM;31.1779;31.1779;1;31.1779;1;5.6465;5.6465
C0.GBMRISK.1000000730016_ON_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_ON_10RR;1.3612;1.3612;1;1.3612;1;6.7767;6.7767
C0.GBMRISK.1000000730016_ON_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_ON_10FLY;1.5326;1.5326;1;1.5326;1;4.5178;4.5178
C0.GBMRISK.1000000730016_ON_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_ON_25RR;0.7658;0.7658;1;0.7658;1;3.9531;3.9531
C0.GBMRISK.1000000730016_ON_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_ON_25FLY;0.5152;0.5152;1;0.5152;1;2.8236;2.8236
C0.GBMRISK.1000000730016_1D_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1D_ATM;31.1779;31.1779;1;31.1779;1;5.6465;5.6465
C0.GBMRISK.1000000730016_1D_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1D_10RR;1.3612;1.3612;1;1.3612;1;6.7767;6.7767
C0.GBMRISK.1000000730016_1D_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1D_10FLY;1.5326;1.5326;1;1.5326;1;4.5178;4.5178
C0.GBMRISK.1000000730016_1D_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1D_25RR;0.7658;0.7658;1;0.7658;1;3.9531;3.9531
C0.GBMRISK.1000000730016_1D_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1D_25FLY;0.5152;0.5152;1;0.5152;1;2.8236;2.8236
C0.GBMRISK.1000000730016_1W_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1W_ATM;26.3531;26.3531;1;26.3531;1;2.1355;2.1355
C0.GBMRISK.1000000730016_1W_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1W_10RR;1.0296;1.0296;1;1.0296;1;2.5643;2.5643
C0.GBMRISK.1000000730016_1W_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1W_10FLY;1.031;1.031;1;1.031;1;1.7095;1.7095
C0.GBMRISK.1000000730016_1W_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1W_25RR;0.5644;0.5644;1;0.5644;1;1.4958;1.4958
C0.GBMRISK.1000000730016_1W_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1W_25FLY;0.3044;0.3044;1;0.3044;1;1.0684;1.0684
C0.GBMRISK.1000000730016_2W_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2W_ATM;22.3499;22.3499;1;22.3499;1;2.1675;2.1675
C0.GBMRISK.1000000730016_2W_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2W_10RR;0.5453;0.5453;1;0.5453;1;2.6036;2.6036
C0.GBMRISK.1000000730016_2W_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2W_10FLY;1.1562;1.1563;1;1.1563;1;1.7357;1.7357
C0.GBMRISK.1000000730016_2W_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2W_25RR;0.3163;0.3164;1;0.3164;1;1.5187;1.5187
C0.GBMRISK.1000000730016_2W_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2W_25FLY;0.3301;0.3301;1;0.3301;1;1.0848;1.0848
C0.GBMRISK.1000000730016_3W_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3W_ATM;21.9895;21.9894;1;21.9894;1;1.5151;1.5151
C0.GBMRISK.1000000730016_3W_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3W_10RR;0.3712;0.3712;1;0.3712;1;1.8207;1.8207
C0.GBMRISK.1000000730016_3W_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3W_10FLY;1.3422;1.3422;1;1.3422;1;1.2138;1.2138
C0.GBMRISK.1000000730016_3W_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3W_25RR;0.219;0.2191;1;0.2191;1;1.0621;1.0621
C0.GBMRISK.1000000730016_3W_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3W_25FLY;0.3751;0.3751;1;0.3751;1;0.7586;0.7586
C0.GBMRISK.1000000730016_1M_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1M_ATM;21.2027;21.2026;1;21.2026;1;1.0061;1.0061
C0.GBMRISK.1000000730016_1M_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1M_10RR;0.0619;0.0619;1;0.0619;1;1.2096;1.2096
C0.GBMRISK.1000000730016_1M_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1M_10FLY;1.4292;1.4292;1;1.4292;1;0.8064;0.8064
C0.GBMRISK.1000000730016_1M_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1M_25RR;0.0528;0.0528;1;0.0528;1;0.7056;0.7056
C0.GBMRISK.1000000730016_1M_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1M_25FLY;0.3933;0.3933;1;0.3933;1;0.504;0.504
C0.GBMRISK.1000000730016_2M_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2M_ATM;19.9295;19.9295;1;19.9295;1;0.8868;0.8868
C0.GBMRISK.1000000730016_2M_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2M_10RR;-0.4874;-0.4874;1;-0.4874;1;1.0676;1.0676
C0.GBMRISK.1000000730016_2M_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2M_10FLY;1.4602;1.4603;1;1.4603;1;0.7117;0.7117
C0.GBMRISK.1000000730016_2M_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2M_25RR;-0.2292;-0.2292;1;-0.2292;1;0.6228;0.6228
C0.GBMRISK.1000000730016_2M_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2M_25FLY;0.3909;0.3909;1;0.3909;1;0.4448;0.4448
C0.GBMRISK.1000000730016_3M_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3M_ATM;19.4509;19.4509;1;19.4509;1;0.797;0.797
C0.GBMRISK.1000000730016_3M_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3M_10RR;-0.6573;-0.6574;1;-0.6574;1;0.9609;0.9609
C0.GBMRISK.1000000730016_3M_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3M_10FLY;1.4741;1.4741;1;1.4741;1;0.6406;0.6406
C0.GBMRISK.1000000730016_3M_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3M_25RR;-0.3185;-0.3185;1;-0.3185;1;0.5605;0.5605
C0.GBMRISK.1000000730016_3M_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3M_25FLY;0.3876;0.3876;1;0.3876;1;0.4004;0.4004
C0.GBMRISK.1000000730016_6M_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_6M_ATM;18.6516;18.6516;1;18.6516;1;0.7971;0.7971
C0.GBMRISK.1000000730016_6M_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_6M_10RR;-1.0241;-1.0241;1;-1.0241;1;0.9648;0.9648
C0.GBMRISK.1000000730016_6M_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_6M_10FLY;1.6111;1.6111;1;1.6111;1;0.6432;0.6432
C0.GBMRISK.1000000730016_6M_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_6M_25RR;-0.5079;-0.5079;1;-0.5079;1;0.5628;0.5628
C0.GBMRISK.1000000730016_6M_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_6M_25FLY;0.3995;0.3995;1;0.3995;1;0.402;0.402
C0.GBMRISK.1000000730016_9M_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_9M_ATM;18.4374;18.4374;1;18.4374;1;0.8198;0.8198
C0.GBMRISK.1000000730016_9M_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_9M_10RR;-1.2936;-1.2936;1;-1.2936;1;0.9965;0.9965
C0.GBMRISK.1000000730016_9M_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_9M_10FLY;1.6868;1.6868;1;1.6868;1;0.6643;0.6643
C0.GBMRISK.1000000730016_9M_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_9M_25RR;-0.6415;-0.6415;1;-0.6415;1;0.5813;0.5813
C0.GBMRISK.1000000730016_9M_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_9M_25FLY;0.3932;0.3932;1;0.3932;1;0.4152;0.4152
C0.GBMRISK.1000000730016_1Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1Y_ATM;18.3026;18.3026;1;18.3026;1;0.8444;0.8444
C0.GBMRISK.1000000730016_1Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1Y_10RR;-1.3694;-1.3694;1;-1.3694;1;1.0307;1.0307
C0.GBMRISK.1000000730016_1Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1Y_10FLY;1.6749;1.675;1;1.675;1;0.6871;0.6871
C0.GBMRISK.1000000730016_1Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1Y_25RR;-0.6803;-0.6803;1;-0.6803;1;0.6013;0.6013
C0.GBMRISK.1000000730016_1Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_1Y_25FLY;0.3724;0.3724;1;0.3724;1;0.4294;0.4294
C0.GBMRISK.1000000730016_2Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2Y_ATM;18.3687;18.3687;1;18.3687;1;1.1686;1.1686
C0.GBMRISK.1000000730016_2Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2Y_10RR;-1.2494;-1.2494;1;-1.2494;1;1.4516;1.4516
C0.GBMRISK.1000000730016_2Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2Y_10FLY;1.5996;1.5996;1;1.5996;1;0.9677;0.9677
C0.GBMRISK.1000000730016_2Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2Y_25RR;-0.6252;-0.6252;1;-0.6252;1;0.8468;0.8468
C0.GBMRISK.1000000730016_2Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_2Y_25FLY;0.3064;0.3064;1;0.3064;1;0.6048;0.6048
C0.GBMRISK.1000000730016_3Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3Y_ATM;18.7822;18.7822;1;18.7822;1;1.7439;1.7439
C0.GBMRISK.1000000730016_3Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3Y_10RR;-0.8812;-0.8812;1;-0.8812;1;2.2094;2.2094
C0.GBMRISK.1000000730016_3Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3Y_10FLY;1.598;1.598;1;1.598;1;1.4729;1.4729
C0.GBMRISK.1000000730016_3Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3Y_25RR;-0.4107;-0.4107;1;-0.4107;1;1.2888;1.2888
C0.GBMRISK.1000000730016_3Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_3Y_25FLY;0.2943;0.2943;1;0.2943;1;0.9206;0.9206
C0.GBMRISK.1000000730016_4Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_4Y_ATM;18.9845;18.9845;1;18.9845;1;2.2461;2.2461
C0.GBMRISK.1000000730016_4Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_4Y_10RR;-0.6045;-0.6045;1;-0.6045;1;2.9027;2.9027
C0.GBMRISK.1000000730016_4Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_4Y_10FLY;1.5959;1.5959;1;1.5959;1;1.9351;1.9351
C0.GBMRISK.1000000730016_4Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_4Y_25RR;-0.2841;-0.2841;1;-0.2841;1;1.6932;1.6932
C0.GBMRISK.1000000730016_4Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_4Y_25FLY;0.2648;0.2649;1;0.2649;1;1.2095;1.2095
C0.GBMRISK.1000000730016_5Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_5Y_ATM;19.1043;19.1043;1;19.1043;1;2.7203;2.7203
C0.GBMRISK.1000000730016_5Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_5Y_10RR;-0.3984;-0.3984;1;-0.3984;1;3.5867;3.5867
C0.GBMRISK.1000000730016_5Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_5Y_10FLY;1.5787;1.5787;1;1.5787;1;2.3912;2.3912
C0.GBMRISK.1000000730016_5Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_5Y_25RR;-0.1676;-0.1676;1;-0.1676;1;2.0922;2.0922
C0.GBMRISK.1000000730016_5Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_5Y_25FLY;0.2435;0.2435;1;0.2435;1;1.4945;1.4945
C0.GBMRISK.1000000730016_7Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_7Y_ATM;19.0437;19.0437;1;19.0437;1;2.7103;2.7103
C0.GBMRISK.1000000730016_7Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_7Y_10RR;-0.3984;;0;;0;;
C0.GBMRISK.1000000730016_7Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_7Y_10FLY;1.5787;;0;;0;;
C0.GBMRISK.1000000730016_7Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_7Y_25RR;-0.1676;;0;;0;;
C0.GBMRISK.1000000730016_7Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_7Y_25FLY;0.2435;;0;;0;;
C0.GBMRISK.1000000730016_10Y_ATM;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_10Y_ATM;18.9298;18.9299;1;18.9299;1;2.6959;2.6959
C0.GBMRISK.1000000730016_10Y_10RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_10Y_10RR;-0.3984;;0;;0;;
C0.GBMRISK.1000000730016_10Y_10FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_10Y_10FLY;1.5787;;0;;0;;
C0.GBMRISK.1000000730016_10Y_25RR;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_10Y_25RR;-0.1676;;0;;0;;
C0.GBMRISK.1000000730016_10Y_25FLY;C0.GBMRISK.1000000730016;VOLFX-AUDBRL_10Y_25FLY;0.2435;;0;;0;;
C0.GBMRISK.1000000730017_ON_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_ON_ATM;8.395;10.1528;3;8.4;3;1.5;2.3605
C0.GBMRISK.1000000730017_ON_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_ON_10RR;-1.065;-0.8164;3;-0.7092;3;4.8979;4.9326
C0.GBMRISK.1000000730017_ON_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_ON_10FLY;0.885;1.2112;3;1.053;2;2.2326;2.2326
C0.GBMRISK.1000000730017_ON_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_ON_25RR;-0.61;-0.4582;3;-0.4;3;2.857;3.1357
C0.GBMRISK.1000000730017_ON_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_ON_25FLY;0.215;0.3051;3;0.215;3;2.0408;1.8969
C0.GBMRISK.1000000730017_1D_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1D_ATM;8.395;10.1528;3;8.4;3;1.5;2.3605
C0.GBMRISK.1000000730017_1D_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1D_10RR;-1.065;-0.8164;3;-0.7092;3;4.8979;4.9326
C0.GBMRISK.1000000730017_1D_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1D_10FLY;0.885;1.2112;3;1.053;2;2.2326;2.2326
C0.GBMRISK.1000000730017_1D_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1D_25RR;-0.61;-0.4582;3;-0.4;3;2.857;3.1357
C0.GBMRISK.1000000730017_1D_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1D_25FLY;0.215;0.3051;3;0.215;3;2.0408;1.8969
C0.GBMRISK.1000000730017_1W_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1W_ATM;11.32;11.2973;3;11.32;3;0.95;1.1478
C0.GBMRISK.1000000730017_1W_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1W_10RR;-0.7;-0.6287;3;-0.695;3;1.49;1.4941
C0.GBMRISK.1000000730017_1W_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1W_10FLY;0.975;1.0531;3;1.087;2;0.9975;0.9975
C0.GBMRISK.1000000730017_1W_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1W_25RR;-0.3275;-0.2615;3;-0.2571;3;0.8;0.8485
C0.GBMRISK.1000000730017_1W_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1W_25FLY;0.2625;0.2697;3;0.2625;3;0.475;0.5489
C0.GBMRISK.1000000730017_2W_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2W_ATM;10.735;10.6626;3;10.735;3;0.9;1.0356
C0.GBMRISK.1000000730017_2W_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2W_10RR;-0.49;-0.3934;3;-0.49;3;1.5684;2.8495
C0.GBMRISK.1000000730017_2W_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2W_10FLY;1.05;0.9413;3;0.9488;3;1.0456;1.5219
C0.GBMRISK.1000000730017_2W_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2W_25RR;-0.285;-0.2277;3;-0.285;3;0.9149;1.3483
C0.GBMRISK.1000000730017_2W_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2W_25FLY;0.285;0.267;3;0.266;3;0.6535;0.7678
C0.GBMRISK.1000000730017_3W_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3W_ATM;10.615;10.615;3;10.615;3;2.64;1.9853
C0.GBMRISK.1000000730017_3W_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3W_10RR;-0.62;-0.3929;3;-0.62;3;0.8114;1.5938
C0.GBMRISK.1000000730017_3W_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3W_10FLY;1.0225;2.3997;3;3.17;3;0.8;1.1503
C0.GBMRISK.1000000730017_3W_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3W_25RR;-0.63;-0.4094;3;-0.63;3;0.8;1.0411
C0.GBMRISK.1000000730017_3W_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3W_25FLY;0.31;0.2874;3;0.3048;3;1.32;1.386
C0.GBMRISK.1000000730017_1M_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1M_ATM;10.485;10.3809;3;10.45;3;0.4;0.4621
C0.GBMRISK.1000000730017_1M_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1M_10RR;-0.45;-0.3868;3;-0.45;3;0.704;1.828
C0.GBMRISK.1000000730017_1M_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1M_10FLY;0.995;0.9078;3;0.875;3;0.4694;1.0298
C0.GBMRISK.1000000730017_1M_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1M_25RR;-0.32;-0.2506;3;-0.32;3;0.4107;0.4969
C0.GBMRISK.1000000730017_1M_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1M_25FLY;0.31;0.2774;3;0.275;3;0.2934;0.5978
C0.GBMRISK.1000000730017_2M_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2M_ATM;10.3;10.2351;3;10.2303;3;0.35;0.4109
C0.GBMRISK.1000000730017_2M_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2M_10RR;-0.48;-0.5083;3;-0.48;3;0.6397;1.4866
C0.GBMRISK.1000000730017_2M_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2M_10FLY;1.13;1.1369;3;1.13;2;0.3532;0.3532
C0.GBMRISK.1000000730017_2M_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2M_25RR;-0.3375;-0.3351;3;-0.3375;3;0.3732;0.4727
C0.GBMRISK.1000000730017_2M_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2M_25FLY;0.3275;0.3081;3;0.3;3;0.2666;0.3805
C0.GBMRISK.1000000730017_3M_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3M_ATM;10.091;10.1302;3;10.17;3;0.35;0.4107
C0.GBMRISK.1000000730017_3M_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3M_10RR;-0.7986;-0.8054;3;-0.8;3;0.6393;1.5531
C0.GBMRISK.1000000730017_3M_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3M_10FLY;1.1496;1.1342;3;1.155;3;0.4262;0.9021
C0.GBMRISK.1000000730017_3M_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3M_25RR;-0.4669;-0.4554;3;-0.4675;3;0.3729;0.4726
C0.GBMRISK.1000000730017_3M_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3M_25FLY;0.356;0.334;3;0.325;3;0.2663;0.5138
C0.GBMRISK.1000000730017_6M_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_6M_ATM;10.06;10.0354;3;10.06;3;0.4;0.4041
C0.GBMRISK.1000000730017_6M_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_6M_10RR;-0.93;-1.003;3;-0.93;3;0.4959;1.2586
C0.GBMRISK.1000000730017_6M_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_6M_10FLY;1.245;1.2695;3;1.245;3;0.3306;0.7169
C0.GBMRISK.1000000730017_6M_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_6M_25RR;-0.55;-0.5681;3;-0.55;3;0.2892;0.4564
C0.GBMRISK.1000000730017_6M_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_6M_25FLY;0.39;0.3719;3;0.3631;3;0.2066;0.4022
C0.GBMRISK.1000000730017_9M_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_9M_ATM;9.97;9.9454;3;9.9662;3;0.3;0.3209
C0.GBMRISK.1000000730017_9M_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_9M_10RR;-1.045;-1.1338;3;-1.045;3;0.437;1.3323
C0.GBMRISK.1000000730017_9M_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_9M_10FLY;1.36;1.324;3;1.36;3;0.2913;0.6771
C0.GBMRISK.1000000730017_9M_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_9M_25RR;-0.665;-0.6822;3;-0.665;3;0.2549;0.4216
C0.GBMRISK.1000000730017_9M_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_9M_25FLY;0.41;0.3823;3;0.375;3;0.1821;0.3774
C0.GBMRISK.1000000730017_1Y_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1Y_ATM;9.915;9.9031;3;9.9;3;0.4;0.4052
C0.GBMRISK.1000000730017_1Y_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1Y_10RR;-1.145;-1.2254;3;-1.145;3;0.5012;1.4271
C0.GBMRISK.1000000730017_1Y_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1Y_10FLY;1.51;1.48;3;1.51;2;0.3271;0.3271
C0.GBMRISK.1000000730017_1Y_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1Y_25RR;-0.71;-0.7186;3;-0.71;3;0.2924;0.4575
C0.GBMRISK.1000000730017_1Y_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_1Y_25FLY;0.445;0.3934;3;0.3875;3;0.2088;0.4696
C0.GBMRISK.1000000730017_2Y_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2Y_ATM;10.365;10.3101;3;10.3;3;0.3;0.4655
C0.GBMRISK.1000000730017_2Y_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2Y_10RR;-1.17;-1.4402;3;-1.5256;3;0.9662;1.9754
C0.GBMRISK.1000000730017_2Y_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2Y_10FLY;1.75;1.5259;3;1.4875;3;0.6441;1.0614
C0.GBMRISK.1000000730017_2Y_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2Y_25RR;-0.715;-0.8221;3;-0.7512;3;0.5636;1.0579
C0.GBMRISK.1000000730017_2Y_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_2Y_25FLY;0.49;0.4103;3;0.4375;3;0.4026;0.6509
C0.GBMRISK.1000000730017_3Y_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3Y_ATM;10.695;10.6413;3;10.675;3;0.25;0.8302
C0.GBMRISK.1000000730017_3Y_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3Y_10RR;-0.8;-1.2876;2;-1.2876;2;1.3651;1.3651
C0.GBMRISK.1000000730017_3Y_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3Y_10FLY;1.75;1.5244;2;1.5244;2;0.9101;0.9101
C0.GBMRISK.1000000730017_3Y_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3Y_25RR;-0.4425;-0.6208;3;-0.55;3;1.4176;1.0975
C0.GBMRISK.1000000730017_3Y_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_3Y_25FLY;0.4675;0.3826;3;0.425;3;0.7;0.6125
C0.GBMRISK.1000000730017_4Y_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_4Y_ATM;10.855;10.7973;3;10.85;3;0.2;1.0319
C0.GBMRISK.1000000730017_4Y_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_4Y_10RR;-1.215;-1.62;2;-1.62;2;1.7761;1.7762
C0.GBMRISK.1000000730017_4Y_10FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_4Y_10FLY;1.775;1.4694;2;1.4694;2;1.1841;1.1841
C0.GBMRISK.1000000730017_4Y_25RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_4Y_25RR;-0.67;-0.754;3;-0.67;3;1.7;1.2574
C0.GBMRISK.1000000730017_4Y_25FLY;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_4Y_25FLY;0.47;0.359;3;0.425;3;0.7;0.7267
C0.GBMRISK.1000000730017_5Y_ATM;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_5Y_ATM;10.97;10.8886;3;10.97;3;0.2;1.0493
C0.GBMRISK.1000000730017_5Y_10RR;C0.GBMRISK.1000000730017;VOLFX-AUDCAD_5Y_10RR;-1.23;-1.8993;2;-1.8993;2;1.8191;1.8191
