ipvId;ado;longName;Precio_AC;PRUVAL_MID_PRICE;N_CONTRIB_MID;MPU_FVA;N_CONTRIB_SPREAD;COC_FVA_P50;COC_FVA_MEAN
C0.GBMRISK.1000000730097_5Y_25RR;C0.GBMRISK.1000000730097;VOLFX-GBPNZD_5Y_25RR;-0.515;-0.1129;3;-0.0636;3;5.2687;5.4351
C0.GBMRISK.1000000730097_5Y_25FLY;C0.GBMRISK.1000000730097;VOLFX-GBPNZD_5Y_25FLY;0.575;0.5438;3;0.575;3;3.7634;3.8878
C0.GBMRISK.1000000730098_ON_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_ON_ATM;24.0606;24.0606;1;24.0606;1;6.1328;6.1328
C0.GBMRISK.1000000730098_ON_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_ON_10RR;1.5547;1.5547;1;1.5547;1;7.36;7.36
C0.GBMRISK.1000000730098_ON_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_ON_10FLY;4.4389;4.4389;1;4.4389;1;4.9067;4.9067
C0.GBMRISK.1000000730098_ON_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_ON_25RR;0.7804;0.7804;1;0.7804;1;4.2933;4.2933
C0.GBMRISK.1000000730098_ON_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_ON_25FLY;1.3734;1.3734;1;1.3734;1;3.0666;3.0666
C0.GBMRISK.1000000730098_1D_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1D_ATM;24.0606;24.0606;1;24.0606;1;6.1328;6.1328
C0.GBMRISK.1000000730098_1D_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1D_10RR;1.5547;1.5547;1;1.5547;1;7.36;7.36
C0.GBMRISK.1000000730098_1D_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1D_10FLY;4.4389;4.4389;1;4.4389;1;4.9067;4.9067
C0.GBMRISK.1000000730098_1D_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1D_25RR;0.7804;0.7804;1;0.7804;1;4.2933;4.2933
C0.GBMRISK.1000000730098_1D_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1D_25FLY;1.3734;1.3734;1;1.3734;1;3.0666;3.0666
C0.GBMRISK.1000000730098_1W_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1W_ATM;20.3382;20.3383;1;20.3383;1;2.3189;2.3189
C0.GBMRISK.1000000730098_1W_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1W_10RR;1.1072;1.1072;1;1.1072;1;2.7837;2.7837
C0.GBMRISK.1000000730098_1W_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1W_10FLY;2.8439;2.8439;1;2.8439;1;1.8558;1.8558
C0.GBMRISK.1000000730098_1W_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1W_25RR;0.6365;0.6365;1;0.6365;1;1.6238;1.6238
C0.GBMRISK.1000000730098_1W_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1W_25FLY;0.8493;0.8494;1;0.8494;1;1.1599;1.1599
C0.GBMRISK.1000000730098_2W_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2W_ATM;19.3661;19.3661;1;19.3661;1;2.8496;2.8496
C0.GBMRISK.1000000730098_2W_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2W_10RR;1.4514;1.4514;1;1.4514;1;3.4219;3.4219
C0.GBMRISK.1000000730098_2W_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2W_10FLY;2.3106;2.3106;1;2.3106;1;2.2812;2.2812
C0.GBMRISK.1000000730098_2W_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2W_25RR;0.7735;0.7735;1;0.7735;1;1.9961;1.9961
C0.GBMRISK.1000000730098_2W_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2W_25FLY;0.6802;0.6802;1;0.6802;1;1.4258;1.4258
C0.GBMRISK.1000000730098_3W_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3W_ATM;17.8067;17.8067;1;17.8067;1;1.7224;1.7224
C0.GBMRISK.1000000730098_3W_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3W_10RR;0.9335;0.9335;1;0.9335;1;2.0688;2.0688
C0.GBMRISK.1000000730098_3W_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3W_10FLY;1.9512;1.9512;1;1.9512;1;1.3792;1.3792
C0.GBMRISK.1000000730098_3W_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3W_25RR;0.4869;0.487;1;0.487;1;1.2067;1.2067
C0.GBMRISK.1000000730098_3W_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3W_25FLY;0.574;0.574;1;0.574;1;0.862;0.862
C0.GBMRISK.1000000730098_1M_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1M_ATM;17.3478;17.3478;1;17.3478;1;1.3894;1.3894
C0.GBMRISK.1000000730098_1M_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1M_10RR;-0.1091;-0.1091;1;-0.1091;1;1.6694;1.6694
C0.GBMRISK.1000000730098_1M_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1M_10FLY;1.9481;1.9481;1;1.9481;1;1.1129;1.1129
C0.GBMRISK.1000000730098_1M_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1M_25RR;-0.028;-0.028;1;-0.028;1;0.9738;0.9738
C0.GBMRISK.1000000730098_1M_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1M_25FLY;0.5623;0.5623;1;0.5623;1;0.6956;0.6956
C0.GBMRISK.1000000730098_2M_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2M_ATM;17.166;17.166;1;17.166;1;1.2616;1.2616
C0.GBMRISK.1000000730098_2M_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2M_10RR;-0.9827;-0.9828;1;-0.9828;1;1.5177;1.5177
C0.GBMRISK.1000000730098_2M_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2M_10FLY;2.2071;2.2071;1;2.2071;1;1.0118;1.0118
C0.GBMRISK.1000000730098_2M_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2M_25RR;-0.4323;-0.4324;1;-0.4324;1;0.8853;0.8853
C0.GBMRISK.1000000730098_2M_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2M_25FLY;0.601;0.601;1;0.601;1;0.6324;0.6324
C0.GBMRISK.1000000730098_3M_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3M_ATM;16.5465;16.7045;1;16.7045;1;1.2263;1.2263
C0.GBMRISK.1000000730098_3M_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3M_10RR;-0.8767;-0.8872;1;-0.8872;1;1.4767;1.4767
C0.GBMRISK.1000000730098_3M_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3M_10FLY;2.2121;2.2292;1;2.2292;1;0.9844;0.9844
C0.GBMRISK.1000000730098_3M_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3M_25RR;-0.399;-0.4028;1;-0.4028;1;0.8614;0.8614
C0.GBMRISK.1000000730098_3M_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3M_25FLY;0.5955;0.6007;1;0.6007;1;0.6153;0.6153
C0.GBMRISK.1000000730098_6M_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_6M_ATM;15.6779;15.678;1;15.678;1;1.1639;1.1639
C0.GBMRISK.1000000730098_6M_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_6M_10RR;-0.77;-0.77;1;-0.77;1;1.4054;1.4054
C0.GBMRISK.1000000730098_6M_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_6M_10FLY;2.2143;2.2143;1;2.2143;1;0.9369;0.9369
C0.GBMRISK.1000000730098_6M_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_6M_25RR;-0.3796;-0.3796;1;-0.3796;1;0.8198;0.8198
C0.GBMRISK.1000000730098_6M_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_6M_25FLY;0.5828;0.5828;1;0.5828;1;0.5856;0.5856
C0.GBMRISK.1000000730098_9M_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_9M_ATM;15.1836;15.1836;1;15.1836;1;1.1178;1.1178
C0.GBMRISK.1000000730098_9M_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_9M_10RR;-0.7769;-0.7769;1;-0.7769;1;1.353;1.353
C0.GBMRISK.1000000730098_9M_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_9M_10FLY;2.1391;2.1391;1;2.1391;1;0.9021;0.9021
C0.GBMRISK.1000000730098_9M_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_9M_25RR;-0.3891;-0.3892;1;-0.3892;1;0.7893;0.7893
C0.GBMRISK.1000000730098_9M_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_9M_25FLY;0.5529;0.5529;1;0.5529;1;0.5637;0.5637
C0.GBMRISK.1000000730098_1Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1Y_ATM;14.794;14.794;1;14.794;1;1.0916;1.0916
C0.GBMRISK.1000000730098_1Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1Y_10RR;-1.0685;-1.0684;1;-1.0684;1;1.3245;1.3245
C0.GBMRISK.1000000730098_1Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1Y_10FLY;2.0146;2.0146;1;2.0146;1;0.883;0.883
C0.GBMRISK.1000000730098_1Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1Y_25RR;-0.5402;-0.5402;1;-0.5402;1;0.7726;0.7726
C0.GBMRISK.1000000730098_1Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_1Y_25FLY;0.5016;0.5016;1;0.5016;1;0.5519;0.5519
C0.GBMRISK.1000000730098_2Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2Y_ATM;14.5534;14.5535;1;14.5535;1;1.2947;1.2947
C0.GBMRISK.1000000730098_2Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2Y_10RR;-2.4781;-2.4781;1;-2.4781;1;1.588;1.588
C0.GBMRISK.1000000730098_2Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2Y_10FLY;1.7926;1.7927;1;1.7927;1;1.0587;1.0587
C0.GBMRISK.1000000730098_2Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2Y_25RR;-1.2096;-1.2097;1;-1.2097;1;0.9263;0.9263
C0.GBMRISK.1000000730098_2Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_2Y_25FLY;0.3384;0.3384;1;0.3384;1;0.6616;0.6616
C0.GBMRISK.1000000730098_3Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3Y_ATM;14.0125;14.0125;1;14.0125;1;3.6115;3.6115
C0.GBMRISK.1000000730098_3Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3Y_10RR;-3.722;-3.7221;1;-3.7221;1;4.4711;4.4711
C0.GBMRISK.1000000730098_3Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3Y_10FLY;1.3129;1.3129;1;1.3129;1;2.9807;2.9807
C0.GBMRISK.1000000730098_3Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3Y_25RR;-1.8667;-1.8668;1;-1.8668;1;2.6081;2.6081
C0.GBMRISK.1000000730098_3Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_3Y_25FLY;0.0924;0.0925;1;0.0925;1;1.8629;1.8629
C0.GBMRISK.1000000730098_4Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_4Y_ATM;13.7167;13.7167;1;13.7167;1;5.5377;5.5377
C0.GBMRISK.1000000730098_4Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_4Y_10RR;-4.2929;-4.293;1;-4.293;1;6.9209;6.9209
C0.GBMRISK.1000000730098_4Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_4Y_10FLY;1.0395;1.0395;1;1.0395;1;4.614;4.614
C0.GBMRISK.1000000730098_4Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_4Y_25RR;-2.1749;-2.1749;1;-2.1749;1;4.0372;4.0372
C0.GBMRISK.1000000730098_4Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_4Y_25FLY;0.001;-0.0716;1;-0.0716;1;2.8837;2.8837
C0.GBMRISK.1000000730098_5Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_5Y_ATM;13.5242;13.5243;1;13.5243;1;7.2777;7.2777
C0.GBMRISK.1000000730098_5Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_5Y_10RR;-4.6173;-4.6173;1;-4.6173;1;9.1836;9.1836
C0.GBMRISK.1000000730098_5Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_5Y_10FLY;0.8432;0.8433;1;0.8433;1;6.1225;6.1225
C0.GBMRISK.1000000730098_5Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_5Y_25RR;-2.3437;-2.3436;1;-2.3436;1;5.3571;5.3571
C0.GBMRISK.1000000730098_5Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_5Y_25FLY;0.001;-0.199;1;-0.199;1;3.8266;3.8266
C0.GBMRISK.1000000730098_7Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_7Y_ATM;13.2971;13.2971;1;13.2971;1;1.266;1.266
C0.GBMRISK.1000000730098_7Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_7Y_10RR;-5.2218;;0;;0;;
C0.GBMRISK.1000000730098_7Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_7Y_10FLY;0.5131;;0;;0;;
C0.GBMRISK.1000000730098_7Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_7Y_25RR;-2.6515;;0;;0;;
C0.GBMRISK.1000000730098_7Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_7Y_25FLY;0.001;;0;;0;;
C0.GBMRISK.1000000730098_10Y_ATM;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_10Y_ATM;13.2192;13.2193;1;13.2193;1;1.1893;1.1893
C0.GBMRISK.1000000730098_10Y_10RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_10Y_10RR;-5.2149;-5.215;1;-5.215;1;1.5801;1.5801
C0.GBMRISK.1000000730098_10Y_10FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_10Y_10FLY;0.2689;0.2689;1;0.2689;1;1.0533;1.0533
C0.GBMRISK.1000000730098_10Y_25RR;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_10Y_25RR;-2.6237;-2.6238;1;-2.6238;1;0.9217;0.9217
C0.GBMRISK.1000000730098_10Y_25FLY;C0.GBMRISK.1000000730098;VOLFX-GBPPLN_10Y_25FLY;0.001;-0.6534;1;-0.6534;1;0.6584;0.6584
C0.GBMRISK.1000000730155_ON_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_ON_ATM;43.7229;43.7229;1;43.7229;1;31.511;31.511
C0.GBMRISK.1000000730155_ON_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_ON_10RR;13.1613;13.1613;1;13.1613;1;37.8232;37.8232
C0.GBMRISK.1000000730155_ON_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_ON_10FLY;11.9537;11.9537;1;11.9537;1;25.2154;25.2154
C0.GBMRISK.1000000730155_ON_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_ON_25RR;6.3807;6.3807;1;6.3807;1;22.0635;22.0635
C0.GBMRISK.1000000730155_ON_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_ON_25FLY;3.7197;3.7197;1;3.7197;1;15.7596;15.7596
C0.GBMRISK.1000000730155_1D_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1D_ATM;43.7229;43.7229;1;43.7229;1;31.511;31.511
C0.GBMRISK.1000000730155_1D_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1D_10RR;13.1613;13.1613;1;13.1613;1;37.8232;37.8232
C0.GBMRISK.1000000730155_1D_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1D_10FLY;11.9537;11.9537;1;11.9537;1;25.2154;25.2154
C0.GBMRISK.1000000730155_1D_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1D_25RR;6.3807;6.3807;1;6.3807;1;22.0635;22.0635
C0.GBMRISK.1000000730155_1D_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1D_25FLY;3.7197;3.7197;1;3.7197;1;15.7596;15.7596
C0.GBMRISK.1000000730155_1W_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1W_ATM;36.9944;36.9945;1;36.9945;1;11.9153;11.9153
C0.GBMRISK.1000000730155_1W_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1W_10RR;9.4125;9.4125;1;9.4125;1;14.317;14.317
C0.GBMRISK.1000000730155_1W_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1W_10FLY;7.8603;7.8604;1;7.8604;1;9.5447;9.5447
C0.GBMRISK.1000000730155_1W_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1W_25RR;4.9567;4.9567;1;4.9567;1;8.3516;8.3516
C0.GBMRISK.1000000730155_1W_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1W_25FLY;2.3743;2.3743;1;2.3743;1;5.9654;5.9654
C0.GBMRISK.1000000730155_2W_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2W_ATM;37.0824;37.0824;1;37.0824;1;19.199;19.199
C0.GBMRISK.1000000730155_2W_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2W_10RR;8.0449;8.0449;1;8.0449;1;23.099;23.099
C0.GBMRISK.1000000730155_2W_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2W_10FLY;6.6589;6.6589;1;6.6589;1;15.3994;15.3994
C0.GBMRISK.1000000730155_2W_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2W_25RR;4.3202;4.3203;1;4.3203;1;13.4745;13.4745
C0.GBMRISK.1000000730155_2W_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2W_25FLY;2.0913;2.0913;1;2.0913;1;9.6246;9.6246
C0.GBMRISK.1000000730155_3W_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3W_ATM;36.0783;36.0783;1;36.0783;1;18.0806;18.0806
C0.GBMRISK.1000000730155_3W_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3W_10RR;7.5936;7.5936;1;7.5936;1;21.7772;21.7772
C0.GBMRISK.1000000730155_3W_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3W_10FLY;6.404;6.404;1;6.404;1;14.5182;14.5182
C0.GBMRISK.1000000730155_3W_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3W_25RR;4.069;4.069;1;4.069;1;12.7034;12.7034
C0.GBMRISK.1000000730155_3W_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3W_25FLY;2.0355;2.0355;1;2.0355;1;9.0739;9.0739
C0.GBMRISK.1000000730155_1M_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1M_ATM;35.6525;35.6525;1;35.6525;1;19.3895;19.3895
C0.GBMRISK.1000000730155_1M_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1M_10RR;8.1809;8.1809;1;8.1809;1;23.3876;23.3876
C0.GBMRISK.1000000730155_1M_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1M_10FLY;7.0215;7.0215;1;7.0215;1;15.5918;15.5918
C0.GBMRISK.1000000730155_1M_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1M_25RR;4.3183;4.3183;1;4.3183;1;13.6428;13.6428
C0.GBMRISK.1000000730155_1M_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1M_25FLY;2.2291;2.2291;1;2.2291;1;9.7449;9.7449
C0.GBMRISK.1000000730155_2M_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2M_ATM;37.3402;37.3402;1;37.3402;1;19.1696;19.1696
C0.GBMRISK.1000000730155_2M_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2M_10RR;11.5435;11.5435;1;11.5435;1;23.2628;23.2628
C0.GBMRISK.1000000730155_2M_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2M_10FLY;9.1253;9.1253;1;9.1253;1;15.5085;15.5085
C0.GBMRISK.1000000730155_2M_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2M_25RR;5.7032;5.7033;1;5.7033;1;13.5699;13.5699
C0.GBMRISK.1000000730155_2M_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2M_25FLY;2.8983;2.8983;1;2.8983;1;9.6929;9.6929
C0.GBMRISK.1000000730155_3M_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3M_ATM;37.6447;37.6447;1;37.6447;1;18.6454;18.6454
C0.GBMRISK.1000000730155_3M_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3M_10RR;13.3186;13.3186;1;13.3186;1;22.7573;22.7573
C0.GBMRISK.1000000730155_3M_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3M_10FLY;9.8384;9.8385;1;9.8385;1;15.1715;15.1715
C0.GBMRISK.1000000730155_3M_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3M_25RR;6.4872;6.4873;1;6.4873;1;13.2751;13.2751
C0.GBMRISK.1000000730155_3M_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3M_25FLY;3.2133;3.2133;1;3.2133;1;9.4822;9.4822
C0.GBMRISK.1000000730155_6M_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_6M_ATM;38.9953;38.9953;1;38.9953;1;16.9632;16.9632
C0.GBMRISK.1000000730155_6M_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_6M_10RR;18.4103;18.4103;1;18.4103;1;21.1014;21.1014
C0.GBMRISK.1000000730155_6M_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_6M_10FLY;11.3907;11.3907;1;11.3907;1;14.0676;14.0676
C0.GBMRISK.1000000730155_6M_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_6M_25RR;8.9488;8.9488;1;8.9488;1;12.3092;12.3092
C0.GBMRISK.1000000730155_6M_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_6M_25FLY;4.1142;4.1143;1;4.1143;1;8.7923;8.7923
C0.GBMRISK.1000000730155_9M_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_9M_ATM;39.0622;39.0622;1;39.0622;1;15.8404;15.8404
C0.GBMRISK.1000000730155_9M_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_9M_10RR;20.3397;20.3397;1;20.3397;1;20.0505;20.0505
C0.GBMRISK.1000000730155_9M_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_9M_10FLY;11.9503;11.9503;1;11.9503;1;13.367;13.367
C0.GBMRISK.1000000730155_9M_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_9M_25RR;9.9963;9.9964;1;9.9964;1;11.6961;11.6961
C0.GBMRISK.1000000730155_9M_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_9M_25FLY;4.6048;4.6048;1;4.6048;1;8.3544;8.3544
C0.GBMRISK.1000000730155_1Y_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1Y_ATM;38.8589;38.8588;1;38.8588;1;15.4667;15.4667
C0.GBMRISK.1000000730155_1Y_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1Y_10RR;21.2926;21.2926;1;21.2926;1;19.9056;19.9056
C0.GBMRISK.1000000730155_1Y_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1Y_10FLY;12.4178;12.4178;1;12.4178;1;13.2704;13.2704
C0.GBMRISK.1000000730155_1Y_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1Y_25RR;10.6065;10.6065;1;10.6065;1;11.6116;11.6116
C0.GBMRISK.1000000730155_1Y_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_1Y_25FLY;4.9859;4.986;1;4.986;1;8.2941;8.2941
C0.GBMRISK.1000000730155_2Y_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2Y_ATM;38.503;38.503;1;38.503;1;14.8504;14.8504
C0.GBMRISK.1000000730155_2Y_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2Y_10RR;21.016;21.0161;1;21.0161;1;20.4251;20.4251
C0.GBMRISK.1000000730155_2Y_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2Y_10FLY;12.6958;12.6958;1;12.6958;1;13.6168;13.6168
C0.GBMRISK.1000000730155_2Y_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2Y_25RR;11.2005;11.2005;1;11.2005;1;11.9146;11.9146
C0.GBMRISK.1000000730155_2Y_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_2Y_25FLY;5.5826;5.5825;1;5.5825;1;8.5105;8.5105
C0.GBMRISK.1000000730155_3Y_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3Y_ATM;35.5493;35.5493;1;35.5493;1;17.6029;17.6029
C0.GBMRISK.1000000730155_3Y_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3Y_10RR;18.3661;18.3662;1;18.3662;1;25.1903;25.1903
C0.GBMRISK.1000000730155_3Y_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3Y_10FLY;11.5858;11.5859;1;11.5859;1;16.7935;16.7935
C0.GBMRISK.1000000730155_3Y_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3Y_25RR;10.3886;10.3886;1;10.3886;1;14.6944;14.6944
C0.GBMRISK.1000000730155_3Y_25FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_3Y_25FLY;5.246;5.246;1;5.246;1;10.496;10.496
C0.GBMRISK.1000000730155_4Y_ATM;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_4Y_ATM;34.0171;34.0171;1;34.0171;1;20.3821;20.3821
C0.GBMRISK.1000000730155_4Y_10RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_4Y_10RR;17.1748;17.1748;1;17.1748;1;30.41;30.41
C0.GBMRISK.1000000730155_4Y_10FLY;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_4Y_10FLY;10.9824;10.9824;1;10.9824;1;20.2733;20.2733
C0.GBMRISK.1000000730155_4Y_25RR;C0.GBMRISK.1000000730155;VOLFX-GBPRUB_4Y_25RR;10.1828;10.1827;1;10.1827;1;17.7391;17.7391
